voltage,current,percentage,data,xl1,yl1,xo1,yo1,zo1,wo1,xav1,yav1,zav1,xla1,yla1,zla1,xav2,yav2,zav2,xla2,yla2,zla2,xmf,ymf,mf,fluid_pressure,temperature,xo2,yo2,zo2,wo2,xp1,yp1,zp1,xtl1,ytl1,ztl1,xa1,ya1,za1,xp2,yp2,zp2,xo2,yo2,zo2,wo2,latitude1,longitude1,altitude1,xp3,yp3,zp3,xo3,yo3,zo3,wo3,xl3,yl3,zl3,latitude2,longitude2,altitude2,data,xlt1,ylt1,zlt1,xlt2,ylt2,zlt2,xat,yat,zat,normality
16.30699921,-2.680000067,0.99000001,62.43,-0.071715018,0.096213077,-0.000415564,-0.02256838,-0.228243199,-0.973342457,0.144301832,-0.004897504,-0.095822491,-0.4707192,-0.30400615,9.85568325,-0.004,0.021,-0.028,-0.0980665,0.08825985,9.80665,120000,209000,-369000,94244.92188,42.95,-0.006712253,-0.007434416,-0.236773044,-0.971513356,2.026495457,-1.479032993,0.139585257,0.068096706,0.08646641,-0.018679354,-0.014750887,-0.052998193,0.043203387,2.026495457,-1.479032993,0.139585257,-0.006712253,-0.007434416,-0.236773044,-0.971513356,40.3548305,-3.7441041,706.7365685,7.264046894,-2.032280923,0.139,-0.006712253,-0.007434416,-0.236773044,-0.971513356,0.02,0.1,0.02,40.3548303,-3.7441026,688.376567,0.139,0.020353982,0.108276725,-0.018010721,0.068096706,0.08646641,-0.018679354,-0.014750887,-0.052998193,0.043203387,1
16.23999977,-2.650000095,0.99000001,63.97,-0.047810012,0.064142052,-0.008675454,-0.000239199,-0.216686283,-0.976202711,-0.083145112,0.092100598,0.034099005,0.06864655,-0.02941995,9.7870367,0.002,0.03,-0.017,-0.3334261,0.1372931,9.75761675,128000,210000,-360000,94247.37549,42.96,-0.000415564,-0.02256838,-0.228243199,-0.973342457,2.113400459,-1.406299114,0.143625021,0.091370312,0.054362204,0.103421979,0.144301832,-0.004897504,-0.095822491,2.113400459,-1.406299114,0.143625021,-0.000415564,-0.02256838,-0.228243199,-0.973342457,40.3548312,-3.7441031,706.7465683,7.349006442,-1.954543188,0.142,-0.000415564,-0.02256838,-0.228243199,-0.973342457,0.06,0.09,-0.09,40.3548304,-3.7441019,688.3765665,0.142,0.062167618,0.090279147,0.09992373,0.091370312,0.054362204,0.103421979,0.144301832,-0.004897504,-0.095822491,1
16.3029995,-2.970000029,0.99000001,64.91,-0.107572526,0.144319616,-0.002335028,-0.000506116,-0.216192742,-0.976347781,-0.004673751,-0.052840017,-0.019660058,0.02941995,0.00980665,10.2773692,0.01,0.024,0.015,-0.1765197,0.10787315,9.7870367,120000,208000,-366000,94244.06738,42.96,-0.008675454,-0.000239199,-0.216686283,-0.976202711,2.220961571,-1.333220959,0.161438942,0.088546822,0.073766364,0.098999256,-0.083145112,0.092100598,0.034099005,2.220961571,-1.333220959,0.161438942,-0.008675454,-0.000239199,-0.216686283,-0.976202711,40.3548319,-3.7441018,706.7665678,7.459453884,-1.876805428,0.161,-0.008675454,-0.000239199,-0.216686283,-0.976202711,0.04,0.1,-0.1,40.3548305,-3.7441015,688.3165662,0.161,0.049442932,0.102622516,0.100533001,0.088546822,0.073766364,0.098999256,-0.083145112,0.092100598,0.034099005,1
16.29000092,-2.50999999,0.99000001,65.02,-0.047810012,0.064142052,-0.00195619,-0.003135687,-0.21628156,-0.976324038,-0.02079667,-0.042568188,-0.013008358,0.0784532,-0.06864655,9.7478101,-0.001,-0.017,0.004,-0.1372931,0.1176798,9.7870367,122000,211000,-369000,94246.60645,42.96,-0.002335028,-0.000506116,-0.216192742,-0.976347781,2.299077034,-1.284841061,0.211056232,0.138569737,0.077738537,0.205973916,-0.004673751,-0.052840017,-0.019660058,2.299077034,-1.284841061,0.211056232,-0.002335028,-0.000506116,-0.216192742,-0.976347781,40.3548323,-3.7441008,706.8165674,7.54441351,-1.83238384,0.211,-0.002335028,-0.000506116,-0.216192742,-0.976347781,0.09,0.12,-0.2,40.3548308,-3.744101,688.2665661,0.211,0.093210071,0.128075451,0.20634599,0.138569737,0.077738537,0.205973916,-0.004673751,-0.052840017,-0.019660058,1
16.23699951,-2.309999943,0.99000001,65.03,-0.298812573,0.400887822,-0.004333114,-0.003791232,-0.213430079,-0.976941376,-0.010551027,0.130515277,-0.030127518,-0.2549729,0.06864655,10.22833595,0.003,-0.035,0.016,-0.32361945,0.0392266,9.7870367,121000,212000,-369000,94245.06226,42.96,-0.00195619,-0.003135687,-0.21628156,-0.976324038,2.324807167,-1.300141811,0.27069211,0.127379738,0.063337887,0.172887424,-0.02079667,-0.042568188,-0.013008358,2.324807167,-1.300141811,0.27069211,-0.00195619,-0.003135687,-0.21628156,-0.976324038,40.3548322,-3.7441005,706.876567,7.569901476,-1.843489212,0.27,-0.00195619,-0.003135687,-0.21628156,-0.976324038,0.08,0.11,-0.17,40.3548319,-3.7440993,687.9665657,0.27,0.08991684,0.110782713,0.1725384,0.127379738,0.063337887,0.172887424,-0.02079667,-0.042568188,-0.013008358,1
16.30699921,-2.119999886,0.99000001,65.35,-0.316741328,0.424941091,0.00249119,-0.002684333,-0.217615968,-0.976027602,-0.045021862,-0.017788125,0.049888849,-0.0196133,0.04903325,9.7674234,-0.005,0.01,-1.22E-18,-0.22555295,0.10787315,9.83606995,130000,204000,-367000,94246.03882,42.96,-0.004333114,-0.003791232,-0.213430079,-0.976941376,2.246262074,-1.415002346,0.327633858,0.015127208,0.048366693,0.187911168,-0.010551027,0.130515277,-0.030127518,2.246262074,-1.415002346,0.327633858,-0.004333114,-0.003791232,-0.213430079,-0.976941376,40.3548312,-3.7441014,706.9265668,7.493437994,-1.954543101,0.324,-0.004333114,-0.003791232,-0.213430079,-0.976941376,0,0.05,-0.18,40.3548325,-3.7440985,687.8265656,0.324,-0.004680007,0.048980415,0.188302398,0.015127208,0.048366693,0.187911168,-0.010551027,0.130515277,-0.030127518,1
16.31100082,-2.450000048,0.99000001,64.98,-0.071715018,0.096213077,0.000795175,0.002047361,-0.216810602,-0.976211216,-0.003291602,-0.028565923,-0.016814593,-0.1372931,-0.0980665,9.7085835,0.018,0.026,0.001,-0.34323275,0.12748645,9.77723005,126000,204000,-363000,94244.21387,42.95,-0.004333114,-0.003791232,-0.213430079,-0.976941376,2.19649601,-1.455215931,0.393529415,-0.010006823,0.06151747,0.220323077,-0.010551027,0.130515277,-0.030127518,2.19649601,-1.455215931,0.393529415,-0.004333114,-0.003791232,-0.213430079,-0.976941376,40.3548308,-3.744102,706.986567,7.442462339,-1.998964689,0.389,-0.004333114,-0.003791232,-0.213430079,-0.976941376,-0.03,0.05,-0.22,40.3548334,-3.7440974,687.5665655,0.389,-0.03270711,0.050228488,0.220984474,-0.010006823,0.06151747,0.220323077,-0.010551027,0.130515277,-0.030127518,1
16.30699921,-2.5,0.99000001,64.89,-0.418337603,0.561242951,7.11E-06,0.007675994,-0.212299931,-0.977174405,-0.04234986,-0.126100823,-0.110028736,0.08825985,-0.12748645,9.52225715,-0.002,0.011,-1.35E-18,-0.26477955,0.1372931,9.7870367,131000,209000,-364000,94246.698,42.96,0.00249119,-0.002684333,-0.217615968,-0.976027602,2.15981245,-1.470395565,0.454332113,-0.039677821,0.066760209,0.195594193,-0.045021862,-0.017788125,0.049888849,2.15981245,-1.470395565,0.454332113,0.00249119,-0.002684333,-0.217615968,-0.976027602,40.3548306,-3.7441025,707.0565672,7.399982634,-2.021175513,0.45,0.00249119,-0.002684333,-0.217615968,-0.976027602,-0.06,0.04,-0.19,40.354834,-3.7440964,687.5365652,0.45,-0.063466914,0.044761427,0.195593223,-0.039677821,0.066760209,0.195594193,-0.045021862,-0.017788125,0.049888849,1
16.30599976,-2.349999905,0.99000001,65.1,-0.818746451,1.098432633,-0.002984682,0.013864889,-0.190941299,-0.981498995,-0.002571203,0.0527343,-0.276937634,0.1765197,-0.0392266,9.4536106,-0.028,-0.017,0.043,-0.1569064,0.20593965,9.91452315,130000,218000,-364000,94246.72241,42.96,0.000795175,0.002047361,-0.216810602,-0.976211216,2.133378983,-1.491836071,0.51123023,-0.062869169,0.040041718,0.195145846,-0.003291602,-0.028565923,-0.016814593,2.133378983,-1.491836071,0.51123023,0.000795175,0.002047361,-0.216810602,-0.976211216,40.3548305,-3.7441028,707.1065674,7.374494818,-2.032280934,0.507,0.000795175,0.002047361,-0.216810602,-0.976211216,-0.07,0,-0.19,40.3548337,-3.7440964,686.8165649,0.507,-0.074755192,0.009793825,0.194816619,-0.062869169,0.040041718,0.195145846,-0.003291602,-0.028565923,-0.016814593,1
16.31200027,-2.369999886,0.99000001,66.76,-0.394432597,0.529171925,-0.004636722,0.011258324,-0.153434961,-0.988083733,-0.008547737,-0.025929863,-0.101982497,0.1569064,-0.12748645,9.71839015,0.14,0.085,-0.095,-0.4707192,-0.30400615,9.85568325,121000,216000,-369000,94246.44165,42.96,7.11E-06,0.007675994,-0.212299931,-0.977174405,2.16094923,-1.47560358,0.533500671,-0.045688933,0.026785851,0.110921813,-0.04234986,-0.126100823,-0.110028736,2.16094923,-1.47560358,0.533500671,7.11E-06,0.007675994,-0.212299931,-0.977174405,40.3548306,-3.7441025,707.1365672,7.399982727,-2.021175538,0.533,7.11E-06,0.007675994,-0.212299931,-0.977174405,-0.05,0,-0.11,40.3548324,-3.7440978,686.7665649,0.533,-0.054343034,0.005054615,0.110135801,-0.045688933,0.026785851,0.110921813,-0.04234986,-0.126100823,-0.110028736,1
16.31699944,-2.299999952,0.99000001,71.47,-0.101596275,0.13630186,-0.006633987,0.012187942,-0.149507139,-0.988663269,0.039790213,-0.020209767,0.029148212,0.3334261,-0.04903325,9.93413645,-0.017,-0.146,-0.085,0.06864655,-0.02941995,9.7870367,103000,211000,-368000,94246.63086,42.96,-0.002984682,0.013864889,-0.190941299,-0.981498995,2.259334087,-1.455315113,0.536859274,-0.030996095,0.011244935,0.019858182,-0.002571203,0.0527343,-0.276937634,2.259334087,-1.455315113,0.536859274,-0.002984682,0.013864889,-0.190941299,-0.981498995,40.3548308,-3.7441014,707.1365664,7.493438285,-1.998964685,0.536,-0.002984682,0.013864889,-0.190941299,-0.981498995,-0.03,0,-0.02,40.3548312,-3.7440988,686.9165646,0.536,-0.0334576,-0.001412016,0.018977595,-0.030996095,0.011244935,0.019858182,-0.002571203,0.0527343,-0.276937634,1
16.27700043,-2.319999933,0.99000001,72.8,-0.167335041,0.22449718,-0.006841769,0.025849412,-0.170589706,-0.984979264,0.002592116,-0.103670374,0.100601465,0.38245935,-0.2157463,9.6497436,-0.044,0.011,-0.026,0.02941995,0.00980665,10.2773692,110000,218000,-365000,94246.24634,42.95,-0.004636722,0.011258324,-0.153434961,-0.988083733,2.329021931,-1.42655611,0.538537741,0.012741807,0.020574213,0.034036205,-0.008547737,-0.025929863,-0.101982497,2.329021931,-1.42655611,0.538537741,-0.004636722,0.011258324,-0.153434961,-0.988083733,40.354831,-3.7441005,707.1365659,7.569901918,-1.976753849,0.538,-0.004636722,0.011258324,-0.153434961,-0.988083733,0,0.02,-0.03,40.3548312,-3.7440988,686.9465646,0.538,0.005189294,0.023037292,0.034445167,0.012741807,0.020574213,0.034036205,-0.008547737,-0.025929863,-0.101982497,1
16.31200027,-2.369999886,0.99000001,71.52,-0.089643772,0.120266347,-0.010056926,0.031082987,-0.180569228,-0.983019562,0.001985558,-0.052712902,-0.005336453,0.44129925,0.24516625,9.8262633,0.013,0.015,0.014,0.0784532,-0.06864655,9.7478101,108000,222000,-369000,94246.42944,42.95,-0.006633987,0.012187942,-0.149507139,-0.988663269,2.424684048,-1.424046993,0.542735815,0.038802758,0.001026114,0.053423091,0.039790213,-0.020209767,0.029148212,2.424684048,-1.424046993,0.542735815,-0.006633987,0.012187942,-0.149507139,-0.988663269,40.3548311,-3.7440994,707.146565,7.663357498,-1.965648376,0.542,-0.006633987,0.012187942,-0.149507139,-0.988663269,0.03,0.01,-0.05,40.3548311,-3.744099,686.9465647,0.542,0.035571553,0.011549446,0.054424338,0.038802758,0.001026114,0.053423091,0.039790213,-0.020209767,0.029148212,1
16.26399994,-2.480000019,0.99000001,69.76,-0.322717579,0.432958848,-0.014634187,0.031743577,-0.175316134,-0.983891477,0.005428805,0.055718906,-0.082990564,0.63743225,0.12748645,9.67916355,0.011,-0.077,-0.007,-0.18632635,-0.0392266,9.54187045,105000,220000,-368000,94244.97681,42.96,-0.006841769,0.025849412,-0.170589706,-0.984979264,2.514870644,-1.469346523,0.562334776,0.046015171,-0.037021727,0.020521009,0.002592116,-0.103670374,0.100601465,2.514870644,-1.469346523,0.562334776,-0.006841769,0.025849412,-0.170589706,-0.984979264,40.3548307,-3.7440983,707.1665637,7.756813147,-2.010069807,0.562,-0.006841769,0.025849412,-0.170589706,-0.984979264,0.05,-0.01,-0.02,40.3548309,-3.7440991,686.8765646,0.562,0.054732859,-0.019873761,0.022769799,0.046015171,-0.037021727,0.020521009,0.002592116,-0.103670374,0.100601465,1
16.26399994,-2.349999905,0.99000001,69.32,-0.179287544,0.240532693,-0.014531546,0.036886666,-0.174914669,-0.983785071,-0.045815531,-0.038431168,-0.037161276,0.48052585,0.06864655,9.6889702,-0.022,0.125,-0.038,-0.2549729,0.06864655,10.22833595,111000,216000,-358000,94240.57007,42.95,-0.010056926,0.031082987,-0.180569228,-0.983019562,2.521754742,-1.56355238,0.585033894,-0.005944706,-0.03581905,0.014751764,0.001985558,-0.052712902,-0.005336453,2.521754742,-1.56355238,0.585033894,-0.010056926,0.031082987,-0.180569228,-0.983019562,40.3548298,-3.7440982,707.1865627,7.765309237,-2.110018227,0.585,-0.010056926,0.031082987,-0.180569228,-0.983019562,0,-0.03,-0.01,40.3548312,-3.7440971,687.0965631,0.585,0.006344907,-0.036039986,0.014029254,-0.005944706,-0.03581905,0.014751764,0.001985558,-0.052712902,-0.005336453,1
16.31200027,-2.299999952,0.99000001,70.02,-0.16135879,0.216479424,-0.014220743,0.038566326,-0.159592258,-0.986326883,0.055315286,-0.046952449,-0.02244712,0.71588545,-0.1569064,9.62032365,-0.055,-0.041,0.044,-0.0196133,0.04903325,9.7674234,103000,218000,-366000,94243.42041,42.96,-0.014634187,0.031743577,-0.175316134,-0.983891477,2.533281326,-1.581950665,0.592163801,-0.033700005,-0.033849155,0.000522505,0.005428805,0.055718906,-0.082990564,2.533281326,-1.581950665,0.592163801,-0.014634187,0.031743577,-0.175316134,-0.983891477,40.3548296,-3.7440981,707.1965624,7.773805234,-2.132228981,0.592,-0.014634187,0.031743577,-0.175316134,-0.983891477,-0.01,-0.04,0,40.3548312,-3.7440959,687.0765621,0.592,-0.019881587,-0.043369416,-0.002354745,-0.033700005,-0.033849155,0.000522505,0.005428805,0.055718906,-0.082990564,1
16.30900002,-2.5,0.99000001,71.03,-0.071715018,0.096213077,-0.013898692,0.03635274,-0.160011607,-0.986347601,0.016286563,0.033091251,0.072562084,0.8825985,0.14709975,9.9047165,0.017,-0.01,1.22E-18,-0.1372931,-0.0980665,9.7085835,102000,226000,-368000,94241.69312,42.95,-0.014531546,0.036886666,-0.174914669,-0.983785071,2.625007153,-1.501346111,0.596633434,0.00858152,-0.006470857,-0.045388569,-0.045815531,-0.038431168,-0.037161276,2.625007153,-1.501346111,0.596633434,-0.014531546,0.036886666,-0.174914669,-0.983785071,40.3548304,-3.744097,707.1965623,7.867260723,-2.043385843,0.596,-0.014531546,0.036886666,-0.174914669,-0.983785071,0.01,0,0.04,40.3548314,-3.7440958,686.8265622,0.596,0.013330424,-0.001244543,-0.044680953,0.00858152,-0.006470857,-0.045388569,-0.045815531,-0.038431168,-0.037161276,1
16.26300049,-2.450000048,0.99000001,71.88,-0.16135879,0.216479424,-0.014256233,0.042597963,-0.173919241,-0.983734858,-0.024310444,0.018355634,0.135949999,0.9414384,0.04903325,9.83606995,0.021,-1.22E-18,-0.01,-0.04903325,-0.2157463,9.85568325,100000,228000,-367000,94243.01147,42.95,-0.014220743,0.038566326,-0.159592258,-0.986326883,2.763762474,-1.444207668,0.606128693,0.061665054,-0.00872768,-0.022466904,0.055315286,-0.046952449,-0.02244712,2.763762474,-1.444207668,0.606128693,-0.014220743,0.038566326,-0.159592258,-0.986326883,40.3548309,-3.7440954,707.2065614,8.003196067,-1.987858801,0.606,-0.014220743,0.038566326,-0.159592258,-0.986326883,0.06,0.01,0.01,40.3548315,-3.744095,687.0865616,0.606,0.062704921,0.01197302,-0.017557127,0.061665054,-0.00872768,-0.022466904,0.055315286,-0.046952449,-0.02244712,1
16.30400085,-2.430000067,0.99000001,70.8,-0.388456346,0.521154169,-0.01266686,0.034604587,-0.190720482,-0.980952482,0.027272498,0.03651914,0.051862862,0.6472389,0.04903325,9.8851032,-0.042,-0.131,-0.092,0.08825985,-0.12748645,9.52225715,96000,223000,-359000,94239.66064,42.95,-0.013898692,0.03635274,-0.160011607,-0.986347601,2.86627388,-1.419703007,0.61263752,0.069999986,0.014201877,-0.072412748,0.016286563,0.033091251,0.072562084,2.86627388,-1.419703007,0.61263752,-0.013898692,0.03635274,-0.160011607,-0.986347601,40.3548311,-3.7440942,707.2165605,8.105147598,-1.965647935,0.612,-0.013898692,0.03635274,-0.160011607,-0.986347601,0.06,0.03,0.06,40.3548308,-3.7440928,687.446559,0.612,0.066604063,0.038322031,-0.066637963,0.069999986,0.014201877,-0.072412748,0.016286563,0.033091251,0.072562084,1
16.30400085,-2.450000048,0.99000001,68.78,-0.173311293,0.232514937,-0.014981101,0.025145807,-0.195751428,-0.980216626,0.069747627,0.050803091,0.0462461,0.50013915,-0.0392266,9.7281968,0.02,0.018,-0.183,0.1765197,-0.0392266,9.4536106,67000,224000,-365000,94240.6311,42.95,-0.014256233,0.042597963,-0.173919241,-0.983734858,2.980844498,-1.381187916,0.620645046,0.117220166,0.022640404,-0.062561335,-0.024310444,0.018355634,0.135949999,2.980844498,-1.381187916,0.620645046,-0.014256233,0.042597963,-0.173919241,-0.983734858,40.3548314,-3.7440928,707.2265596,8.22409104,-1.932331668,0.62,-0.014256233,0.042597963,-0.173919241,-0.983734858,0.1,0.06,0.05,40.3548303,-3.7440934,687.1965591,0.62,0.10686186,0.063911423,-0.051603768,0.117220166,0.022640404,-0.062561335,-0.024310444,0.018355634,0.135949999,1
16.23500061,-2.220000029,0.99000001,67.79,-0.388456346,0.521154169,-0.013131671,0.017797969,-0.193617994,-0.980827642,-0.039365545,0.082159564,-0.034657892,0.57859235,0.2157463,10.002783,0.027,-0.012,-0.228,0.1569064,-0.12748645,9.71839015,55000,223000,-358000,94237.08496,42.95,-0.01266686,0.034604587,-0.190720482,-0.980952482,3.114778519,-1.346647739,0.655957222,0.155104688,-3.69E-06,-0.031973738,0.027272498,0.03651914,0.051862862,3.114778519,-1.346647739,0.655957222,-0.01266686,0.034604587,-0.190720482,-0.980952482,40.3548318,-3.7440912,707.2565586,8.360026419,-1.887910007,0.655,-0.01266686,0.034604587,-0.190720482,-0.980952482,0.14,0.05,0.02,40.3548299,-3.7440943,686.9265595,0.655,0.145467192,0.059113603,-0.020607334,0.155104688,-3.69E-06,-0.031973738,0.027272498,0.03651914,0.051862862,1
16.31100082,-2.420000076,0.99000001,67.45,-0.215145053,0.288639232,-0.008127534,0.002655402,-0.195413588,-0.98068365,0.010340693,0.144869581,0.020294663,0.28439285,0.0196133,9.91452315,0.006,-0.005,-0.023,0.3334261,-0.04903325,9.93413645,55000,224000,-366000,94238.84277,42.95,-0.014981101,0.025145807,-0.195751428,-0.980216626,3.200118065,-1.31404829,0.695043564,0.168552845,-0.003034391,-0.015952455,0.069747627,0.050803091,0.0462461,3.200118065,-1.31404829,0.695043564,-0.014981101,0.025145807,-0.195751428,-0.980216626,40.354832,-3.7440902,707.2965579,8.444986065,-1.865699162,0.695,-0.014981101,0.025145807,-0.195751428,-0.980216626,0.15,0.06,0,40.3548313,-3.7440922,687.426559,0.695,0.157281861,0.062381525,-0.006686685,0.168552845,-0.003034391,-0.015952455,0.069747627,0.050803091,0.0462461,1
16.30699921,-2.329999924,0.99000001,67.79,-0.131477532,0.176390642,-0.003007781,-0.014804585,-0.199403377,-0.979801036,-0.0758406,0.059168685,0.026897147,-0.196133,0.1765197,9.89490985,0.036,-0.079,0.124,0.16671305,-0.00980665,9.8654899,58000,228000,-367000,94235.5835,42.95,-0.013131671,0.017797969,-0.193617994,-0.980827642,3.230633259,-1.204048634,0.766550779,0.183581344,0.051968659,0.076465552,-0.039365545,0.082159564,-0.034657892,3.230633259,-1.204048634,0.766550779,-0.013131671,0.017797969,-0.193617994,-0.980827642,40.354833,-3.7440899,707.3665587,8.470473918,-1.754645349,0.761,-0.013131671,0.017797969,-0.193617994,-0.980827642,0.14,0.11,-0.08,40.3548316,-3.7440909,687.7165582,0.761,0.147657424,0.115198143,0.084714256,0.183581344,0.051968659,0.076465552,-0.039365545,0.082159564,-0.034657892,1
16.24300003,-2.269999981,0.99000001,67.47,-0.16135879,0.216479424,0.002050097,-0.011277202,-0.205084214,-0.978677213,0.021449892,-0.068527691,0.047034197,-0.26477955,-0.08825985,9.56148375,-0.017,-0.112,0.104,0.38245935,-0.2157463,9.6497436,54000,219000,-362000,94237.54272,42.95,-0.008127534,0.002655402,-0.195413588,-0.98068365,3.227755547,-1.103436947,0.839848042,0.158296712,0.094318946,0.085560006,0.010340693,0.144869581,0.020294663,3.227755547,-1.103436947,0.839848042,-0.008127534,0.002655402,-0.195413588,-0.98068365,40.3548339,-3.7440899,707.4365595,8.470473898,-1.654696942,0.834,-0.008127534,0.002655402,-0.195413588,-0.98068365,0.11,0.14,-0.09,40.3548316,-3.74409,687.7565574,0.834,0.109876625,0.146315143,0.088280424,0.158296712,0.094318946,0.085560006,0.010340693,0.144869581,0.020294663,1
16.30699921,-2.630000114,0.99000001,66.93,-0.280883819,0.376834553,0.003487763,-0.012408434,-0.20431967,-0.97881936,-0.01959791,0.107356414,-0.022937307,-0.36284605,-0.0392266,9.85568325,0,-0.034,0.055,0.44129925,0.24516625,9.8262633,56000,217000,-368000,94238.26294,42.95,-0.003007781,-0.014804585,-0.199403377,-0.979801036,3.217446804,-1.043558598,0.919650555,0.131490404,0.117402511,0.119840066,-0.0758406,0.059168685,0.026897147,3.217446804,-1.043558598,0.919650555,-0.003007781,-0.014804585,-0.199403377,-0.979801036,40.3548345,-3.74409,707.5165602,8.461977968,-1.588064688,0.919,-0.003007781,-0.014804585,-0.199403377,-0.979801036,0.07,0.15,-0.11,40.3548318,-3.744088,688.2365559,0.919,0.078731917,0.159457102,0.117513552,0.131490404,0.117402511,0.119840066,-0.0758406,0.059168685,0.026897147,1
16.30400085,-2.180000067,0.99000001,66.26,-0.20319255,0.272603719,0.020365012,-0.022412011,-0.196632049,-0.980009595,-0.129365385,-0.037085835,0.02351336,-0.32361945,-0.1569064,9.97336305,0.047,0.02,-0.048,0.63743225,0.12748645,9.67916355,55000,221000,-371000,94237.01172,42.95,0.002050097,-0.011277202,-0.205084214,-0.978677213,3.170531273,-1.066812992,1.009662628,0.061422821,0.100042693,0.098230025,0.021449892,-0.068527691,0.047034197,3.170531273,-1.066812992,1.009662628,0.002050097,-0.011277202,-0.205084214,-0.978677213,40.3548343,-3.7440906,707.6065605,8.41100234,-1.61027553,1.009,0.002050097,-0.011277202,-0.205084214,-0.978677213,0.01,0.11,-0.09,40.354832,-3.7440865,688.3365548,1.009,0.018162033,0.117128558,0.096858054,0.061422821,0.100042693,0.098230025,0.021449892,-0.068527691,0.047034197,1
16.31999969,-2.809999943,0.99000001,66.47,-0.065738766,0.088195321,0.016067582,0.002922894,-0.206373818,-0.978336924,-0.003177878,-0.07985384,-0.020317277,0.30400615,-0.38245935,9.4928372,0,-0.07,0.036,0.48052585,0.06864655,9.6889702,49000,222000,-368000,94238.64136,42.95,0.003487763,-0.012408434,-0.20431967,-0.97881936,3.139251709,-1.07189703,1.096001387,0.00849055,0.099428626,0.114838164,-0.01959791,0.107356414,-0.022937307,3.139251709,-1.07189703,1.096001387,0.003487763,-0.012408434,-0.20431967,-0.97881936,40.3548342,-3.7440909,707.6965607,8.385514585,-1.621380962,1.096,0.003487763,-0.012408434,-0.20431967,-0.97881936,-0.02,0.09,-0.11,40.3548324,-3.7440851,688.3265539,1.096,-0.029373553,0.095886342,0.114406943,0.00849055,0.099428626,0.114838164,-0.01959791,0.107356414,-0.022937307,1
16.31200027,-2.170000076,0.99000001,67.17,-0.328693831,0.440976604,0.029425458,0.007602217,-0.197891757,-0.979752622,0.050897524,-0.025542138,-0.123468481,-0.0784532,-0.65704555,9.4536106,-0.042,0.017,-0.175,0.71588545,-0.1569064,9.62032365,44000,224000,-363000,94236.16943,42.95,0.020365012,-0.022412011,-0.196632049,-0.980009595,3.146670818,-1.054348469,1.194150448,-0.011986136,0.07860113,0.154470914,-0.129365385,-0.037085835,0.02351336,3.146670818,-1.054348469,1.194150448,0.020365012,-0.022412011,-0.196632049,-0.980009595,40.3548344,-3.7440909,707.7965609,8.385514691,-1.599170226,1.194,0.020365012,-0.022412011,-0.196632049,-0.980009595,-0.03,0.07,-0.15,40.3548327,-3.7440846,688.1665538,1.194,-0.035863593,0.075376607,0.152365476,-0.011986136,0.07860113,0.154470914,-0.129365385,-0.037085835,0.02351336,1
16.29800034,-2.589999914,0.99000001,66.31,-0.215145053,0.288639232,0.033362794,-0.016812264,-0.183327229,-0.982341793,-0.026998525,0.087909169,-0.051878512,-0.3726527,-0.57859235,10.2773692,0.016,-0.045,-0.027,0.8825985,0.14709975,9.9047165,42000,224000,-365000,94238.92212,42.95,0.016067582,0.002922894,-0.206373818,-0.978336924,3.263082981,-1.020998478,1.280187964,0.081555562,0.048591251,0.071829099,-0.003177878,-0.07985384,-0.020317277,3.263082981,-1.020998478,1.280187964,0.016067582,0.002922894,-0.206373818,-0.978336924,40.3548347,-3.7440895,707.88656,8.504458244,-1.56585397,1.28,0.016067582,0.002922894,-0.206373818,-0.978336924,0.05,0.07,-0.07,40.3548346,-3.7440847,688.2065557,1.28,0.054103192,0.079539031,0.070130065,0.081555562,0.048591251,0.071829099,-0.003177878,-0.07985384,-0.020317277,1
16.30599976,-2.50999999,0.99000001,67.3,-0.143430035,0.192426155,0.020084968,-0.017122728,-0.176941699,-0.98386739,0.136506796,-0.027940782,0.072667576,-0.71588545,-0.61781895,9.56148375,0.021,0.005,0.089,0.6080123,0.1765197,9.54187045,42000,215000,-369000,94237.51221,42.95,0.029425458,0.007602217,-0.197891757,-0.979752622,3.389033318,-0.983101368,1.330095172,0.060013829,0.043170663,0.04145002,0.050897524,-0.025542138,-0.123468481,3.389033318,-0.983101368,1.330095172,0.029425458,0.007602217,-0.197891757,-0.979752622,40.354835,-3.744088,707.9365589,8.631897708,-1.532537693,1.33,0.029425458,0.007602217,-0.197891757,-0.979752622,0.03,0.06,-0.03,40.3548356,-3.7440847,688.2765567,1.33,0.037485305,0.065278351,0.038949437,0.060013829,0.043170663,0.04145002,0.050897524,-0.025542138,-0.123468481,1
