rosbagTimestamp,seq,secs,nsecs,xl,yl,zl,normality
1.57E+18,288,1574069844,207829033,-0.04183376,0.056124295,0,1
1.57E+18,289,1574069844,446625922,-0.113548778,0.152337372,0,1
1.57E+18,290,1574069844,691114794,-0.24502631,0.328728014,0,1
1.57E+18,291,1574069844,934734006,-0.071715018,0.096213077,0,1
1.57E+18,292,1574069845,189333800,-0.113548778,0.152337372,0,1
1.57E+18,293,1574069845,430302711,-0.191240047,0.256568206,0,1
1.57E+18,294,1574069845,646609848,-0.131477532,0.176390642,0,1
1.57E+18,295,1574069845,904275649,-0.268931316,0.36079904,0,1
1.57E+18,296,1574069846,146952568,-0.185263796,0.24855045,0,1
1.57E+18,297,1574069846,392842269,-0.149406287,0.200443911,0,1
1.57E+18,298,1574069846,630238813,-0.137453784,0.184408398,0,1
1.57E+18,299,1574069846,869955085,-0.125501281,0.168372885,0,1
1.57E+18,300,1574069847,112553253,-0.071715018,0.096213077,0,1
1.57E+18,301,1574069847,352100527,-0.101596275,0.13630186,0,1
1.57E+18,302,1574069847,591624757,-0.017928754,0.024053269,0,1
1.57E+18,303,1574069847,831537783,-0.059762515,0.080177564,0,1
1.57E+18,304,1574069848,68134488,-0.083667521,0.11224859,0,1
1.57E+18,305,1574069848,309379599,-0.173311293,0.232514937,0,1
1.57E+18,306,1574069848,549868927,-0.603601398,0.809793401,0,1
1.57E+18,307,1574069848,790522398,-0.496028872,0.665473785,0,1
1.57E+18,308,1574069849,29556977,-0.490052621,0.657456028,0,1
1.57E+18,309,1574069849,272696413,-0.56774389,0.761686862,0,1
1.57E+18,310,1574069849,509438959,-0.089643772,0.120266347,0,1
1.57E+18,311,1574069849,750118390,-0.149406287,0.200443911,0,1
1.57E+18,312,1574069849,992541129,-0.298812573,0.400887822,0,1
1.57E+18,313,1574069850,230264989,-0.268931316,0.36079904,0,1
1.57E+18,314,1574069850,471695451,-0.221121304,0.296656988,0,1
1.57E+18,315,1574069850,713726206,-0.20319255,0.272603719,0,1
1.57E+18,316,1574069850,946552013,-0.155382538,0.208461668,0,1
1.57E+18,317,1574069851,189759477,-0.173311293,0.232514937,0,1
1.57E+18,318,1574069851,429588475,-0.101596275,0.13630186,0,1
1.57E+18,319,1574069851,664613600,-0.107572526,0.144319616,0,1
1.57E+18,320,1574069851,909868390,-0.023905006,0.032071026,0,1
1.57E+18,321,1574069852,157427954,-0.101596275,0.13630186,0,1
1.57E+18,322,1574069852,391086264,-0.20319255,0.272603719,0,1
1.57E+18,323,1574069852,628611283,-0.065738766,0.088195321,0,1
1.57E+18,324,1574069852,870262374,-0.125501281,0.168372885,0,1
1.57E+18,325,1574069853,104872479,-0.101596275,0.13630186,0,1
1.57E+18,326,1574069853,349781172,-0.053786263,0.072159808,0,1
1.57E+18,327,1574069853,589247172,-0.071715018,0.096213077,0,1
1.57E+18,328,1574069853,830973796,-0.167335041,0.22449718,0,1
1.57E+18,329,1574069854,74238196,-0.04183376,0.056124295,0,1
1.57E+18,330,1574069854,311223368,-0.053786263,0.072159808,0,1
1.57E+18,331,1574069854,548624061,-0.023905006,0.032071026,0,1
1.57E+18,332,1574069854,791640253,-0.113548778,0.152337372,0,1
1.57E+18,333,1574069855,28885704,-0.077691269,0.104230834,0,1
1.57E+18,334,1574069855,270969545,-0.035857509,0.048106539,0,1
1.57E+18,335,1574069855,509480722,-0.017928754,0.024053269,0,1
1.57E+18,336,1574069855,751832511,-0.107572526,0.144319616,0,1
1.57E+18,337,1574069855,989519575,-0.095620024,0.128284103,0,1
1.57E+18,338,1574069856,230881937,-0.113548778,0.152337372,0,1
1.57E+18,339,1574069856,470538120,-0.137453784,0.184408398,0,1
1.57E+18,340,1574069856,710513585,-0.083667521,0.11224859,0,1
1.57E+18,341,1574069856,952663695,-0.065738766,0.088195321,0,1
1.57E+18,342,1574069857,189733890,-0.155382538,0.208461668,0,1
1.57E+18,343,1574069857,425988368,-0.107572526,0.144319616,0,1
1.57E+18,344,1574069857,672414840,-0.083667521,0.11224859,0,1
1.57E+18,345,1574069857,909817821,-0.101596275,0.13630186,0,1
1.57E+18,346,1574069858,151196052,-0.047810012,0.064142052,0,1
1.57E+18,347,1574069858,385160300,-0.023905006,0.032071026,0,1
1.57E+18,348,1574069858,630766615,-0.04183376,0.056124295,0,1
1.57E+18,349,1574069858,867239327,-0.083667521,0.11224859,0,1
1.57E+18,350,1574069859,110859858,-0.185263796,0.24855045,0,1
1.57E+18,351,1574069859,352437457,-0.173311293,0.232514937,0,1
1.57E+18,352,1574069859,589180841,-0.011952503,0.016035513,0,1
1.57E+18,353,1574069859,829607488,-0.083667521,0.11224859,0,1
1.57E+18,354,1574069860,69487812,-0.101596275,0.13630186,0,1
1.57E+18,355,1574069860,310009837,-0.089643772,0.120266347,0,1
1.57E+18,356,1574069860,551269435,-0.023905006,0.032071026,0,1
1.57E+18,357,1574069860,789231571,-0.095620024,0.128284103,0,1
1.57E+18,358,1574069861,28908302,-0.023905006,0.032071026,0,1
1.57E+18,359,1574069861,272562009,-0.107572526,0.144319616,0,1
1.57E+18,360,1574069861,511238745,-0.023905006,0.032071026,0,1
1.57E+18,361,1574069861,748738641,-0.011952503,0.016035513,0,1
1.57E+18,362,1574069861,986586257,-0.023905006,0.032071026,0,1
1.57E+18,363,1574069862,231160826,-0.017928754,0.024053269,0,1
1.57E+18,364,1574069862,471963795,-0.221121304,0.296656988,0,1
1.57E+18,365,1574069862,710697441,-0.131477532,0.176390642,0,1
1.57E+18,366,1574069862,949092233,-0.029881257,0.040088782,0,1
1.57E+18,367,1574069863,190346766,-0.113548778,0.152337372,0,1
1.57E+18,368,1574069863,429054028,-0.029881257,0.040088782,0,1
1.57E+18,369,1574069863,669356155,-0.04183376,0.056124295,0,1
1.57E+18,370,1574069863,906067599,-0.107572526,0.144319616,0,1
1.57E+18,371,1574069864,149759226,-0.101596275,0.13630186,0,1
1.57E+18,372,1574069864,389287642,-0.125501281,0.168372885,0,1
1.57E+18,373,1574069864,630014485,-0.083667521,0.11224859,0,1
1.57E+18,374,1574069864,864674045,-0.035857509,0.048106539,0,1
1.57E+18,660,1574068125,227492695,0.379151876,0.127451383,0,0
1.57E+18,661,1574068125,460063628,0.350715485,0.117892529,0,0
1.57E+18,662,1574068125,720933653,0.909964502,0.305883318,0,0
1.57E+18,663,1574068125,982940625,0.606643002,0.203922212,0,0
1.57E+18,664,1574068126,243773899,0.265406313,0.089215968,0,0
1.57E+18,665,1574068126,498818749,0.255927516,0.086029683,0,0
1.57E+18,666,1574068126,699114513,0.066351578,0.022303992,0,0
1.57E+18,667,1574068126,960107972,0.284363907,0.095588537,0,0
1.57E+18,668,1574068127,205900631,0.104266766,0.03504913,0,0
1.57E+18,669,1574068127,492075134,0.180097141,0.060539407,0,0
1.57E+18,670,1574068127,732477866,0.075830375,0.025490277,0,0
1.57E+18,671,1574068128,2623974,0.312800298,0.105147391,0,0
1.57E+18,672,1574068128,220273283,0.199054735,0.066911976,0,0
1.57E+18,673,1574068128,460103174,0.104266766,0.03504913,0,0
1.57E+18,674,1574068128,724428978,0.132703157,0.044607984,0,0
1.57E+18,675,1574068128,988987635,0.028436391,0.009558854,0,0
1.57E+18,676,1574068129,208048726,0.047393985,0.015931423,0,0
1.57E+18,677,1574068129,459404846,0.094787969,0.031862846,0,0
1.57E+18,678,1574068129,698922472,0.085309172,0.028676561,0,0
1.57E+18,679,1574068129,949650477,0.170618344,0.057353122,0,0
1.57E+18,680,1574068130,178639547,0.293842704,0.098774821,0,0
1.57E+18,681,1574068130,421204122,0.473939845,0.159314228,0,0
1.57E+18,682,1574068130,667094925,0.809793401,0.603601398,0,0
1.57E+18,683,1574068130,896084702,1.587923466,2.330428945,0,0
1.57E+18,684,1574068131,155029764,1.940255935,2.936972405,0,0
1.57E+18,685,1574068131,382422539,0.896773264,2.019875668,0,0
1.57E+18,686,1574068131,644710545,0.734461361,1.654287311,0,0
1.57E+18,687,1574068131,878761335,0.243467855,0.548382534,0,0
1.57E+18,688,1574068132,123838792,0.596496244,1.343537209,0,0
1.57E+18,689,1574068132,369045921,0.511282495,1.151603322,0,0
1.57E+18,690,1574068132,614243909,0.239410057,0.539242825,0,0
1.57E+18,691,1574068132,868619682,0.308392616,0.694617877,0,0
1.57E+18,692,1574068133,102324171,-1.417865353,1.7341447,0,0
1.57E+18,693,1574068133,366853123,-2.977414915,-0.562050196,0,0
1.57E+18,694,1574068133,625114246,-2.111165801,-0.582304869,0,0
1.57E+18,695,1574068133,877727458,-0.414521139,-0.114333833,0,0
1.57E+18,696,1574068134,81801936,-0.568761563,-0.156876654,0,0
1.57E+18,697,1574068134,316767412,-0.250640689,-0.069132085,0,0
1.57E+18,698,1574068134,560596128,-0.491641351,-0.135605243,0,0
1.57E+18,699,1574068134,818045155,-0.212080583,-0.058496379,0,0
